City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
227,Zapolyarnyy,RU,2020-02-23 21:20:23,69.42,30.81,23.0,92,75,6.93,broken clouds,0.0,0.0
228,Narasannapeta,IN,2020-02-23 21:20:24,18.42,84.05,68.23,76,0,2.73,clear sky,0.0,0.0
229,Zhanakorgan,KZ,2020-02-23 21:20:24,43.91,67.25,33.17,67,99,2.75,overcast clouds,0.0,0.0
230,Marrakesh,MA,2020-02-23 21:18:56,31.63,-8.01,68.0,22,0,5.82,clear sky,0.0,0.0
231,Areosa,PT,2020-02-23 21:19:02,41.72,-8.86,61.0,100,0,3.36,mist,0.0,0.0
232,Collierville,US,2020-02-23 21:18:10,35.04,-89.66,53.01,87,90,6.93,light rain,0.0,0.0
233,Mareeba,AU,2020-02-23 21:19:26,-17.0,145.43,79.0,100,90,2.24,light rain,0.0,0.0
234,Trairi,BR,2020-02-23 21:20:25,-3.28,-39.27,76.59,89,99,2.53,overcast clouds,0.0,0.0
235,Rahimatpur,IN,2020-02-23 21:20:26,17.6,74.2,69.46,48,0,1.34,clear sky,0.0,0.0
236,Port-Gentil,GA,2020-02-23 21:20:26,-0.72,8.78,82.4,88,20,5.82,few clouds,0.0,0.0
237,Meulaboh,ID,2020-02-23 21:20:26,4.14,96.13,81.03,81,5,7.7,clear sky,0.0,0.0
238,Namangan,UZ,2020-02-23 21:20:26,41.0,71.67,50.0,76,90,11.41,light intensity shower rain,0.0,0.0
239,Bichura,RU,2020-02-23 21:20:26,50.59,107.6,6.04,87,100,0.83,overcast clouds,0.0,0.0
240,Petropavlovsk-Kamchatskiy,RU,2020-02-23 21:20:26,53.05,158.65,21.2,57,40,11.18,scattered clouds,0.0,0.0
241,Sambava,MG,2020-02-23 21:20:27,-14.27,50.17,73.98,98,100,1.54,light rain,2.88,0.0
242,Sao Raimundo Nonato,BR,2020-02-23 21:18:29,-9.02,-42.7,79.45,82,10,1.12,light rain,0.75,0.0
243,Peniche,PT,2020-02-23 21:20:27,39.36,-9.38,64.99,76,0,1.12,clear sky,0.0,0.0
244,Nabire,ID,2020-02-23 21:20:27,-3.37,135.48,72.88,99,97,0.89,heavy intensity rain,12.13,0.0
245,Xining,CN,2020-02-23 21:20:28,36.62,101.77,27.03,48,0,1.79,clear sky,0.0,0.0
246,Davila,PH,2020-02-23 21:20:28,18.47,120.58,75.2,73,20,2.24,few clouds,0.0,0.0
247,Babeni,RO,2020-02-23 21:20:28,44.97,24.23,43.61,76,100,6.89,overcast clouds,0.0,0.0
248,Dawei,MM,2020-02-23 21:20:28,14.08,98.2,78.46,59,100,7.81,overcast clouds,0.0,0.0
249,Eidsvag,NO,2020-02-23 21:20:28,62.78,8.07,35.6,80,20,19.46,few clouds,0.0,0.0
250,Saldanha,ZA,2020-02-23 21:20:29,-33.01,17.94,71.6,46,0,4.7,clear sky,0.0,0.0
251,Khatanga,RU,2020-02-23 21:20:29,71.97,102.5,14.29,91,96,15.57,light snow,0.0,0.25
252,Lanigan,CA,2020-02-23 21:20:29,51.85,-105.03,22.78,88,0,10.0,clear sky,0.0,0.0
253,Takestan,IR,2020-02-23 21:20:29,36.07,49.7,42.8,81,24,4.7,few clouds,0.0,0.0
254,Hovd,MN,2020-02-23 21:20:30,48.01,91.64,15.84,71,100,0.92,overcast clouds,0.0,0.0
255,Ray,IN,2020-02-23 21:20:30,23.68,85.05,64.31,67,98,9.95,light rain,0.94,0.0
256,Pangnirtung,CA,2020-02-23 21:20:04,66.15,-65.71,-29.2,60,75,1.79,broken clouds,0.0,0.0
257,Namibe,AO,2020-02-23 21:20:31,-15.2,12.15,74.35,78,100,7.16,overcast clouds,0.0,0.0
258,Nantucket,US,2020-02-23 21:20:31,41.28,-70.1,46.4,70,1,12.75,clear sky,0.0,0.0
259,Narsaq,GL,2020-02-23 21:19:39,60.92,-46.05,24.8,53,100,12.75,light snow,0.0,1.44
260,Eureka,US,2020-02-23 21:16:51,40.8,-124.16,55.4,71,90,5.82,overcast clouds,0.0,0.0
261,Alofi,NU,2020-02-23 21:20:10,-19.06,-169.92,82.4,88,100,9.17,light rain,2.75,0.0
262,Strezhevoy,RU,2020-02-23 21:20:32,60.73,77.59,17.6,67,77,8.95,broken clouds,0.0,0.0
263,Jacareacanga,BR,2020-02-23 21:20:32,-6.22,-57.75,80.55,79,100,3.24,overcast clouds,0.0,0.0
264,Geraldton,AU,2020-02-23 21:20:32,-28.77,114.6,71.6,94,0,5.82,clear sky,0.0,0.0
265,San Patricio,MX,2020-02-23 21:20:33,19.22,-104.7,84.2,74,5,13.87,clear sky,0.0,0.0
266,Dicabisagan,PH,2020-02-23 21:20:33,17.08,122.42,74.37,86,100,8.75,moderate rain,3.06,0.0
267,Paeroa,NZ,2020-02-23 21:20:33,-37.37,175.67,68.0,56,0,8.01,clear sky,0.0,0.0
268,Broome,US,2020-02-23 21:20:34,42.25,-75.83,48.99,26,1,10.29,clear sky,0.0,0.0
269,Leningradskiy,RU,2020-02-23 21:20:34,69.38,178.42,-14.89,72,100,5.88,overcast clouds,0.0,0.0
270,Dunedin,NZ,2020-02-23 21:18:00,-45.87,170.5,56.26,78,46,3.38,scattered clouds,0.0,0.0
271,Tucuman,AR,2020-02-23 21:15:58,-26.82,-65.22,77.0,57,75,10.29,broken clouds,0.0,0.0
272,Mouila,GA,2020-02-23 21:20:35,-1.87,11.06,75.24,95,100,1.28,moderate rain,3.88,0.0
273,Natchitoches,US,2020-02-23 21:20:35,31.77,-93.13,61.0,77,90,3.36,light rain,0.0,0.0
274,Koungou,YT,2020-02-23 21:20:35,-12.73,45.2,78.8,88,100,5.82,light rain,3.0,0.0
275,Ahipara,NZ,2020-02-23 21:20:35,-35.17,173.17,67.82,70,0,17.25,clear sky,0.0,0.0
276,Barcelos,PT,2020-02-23 21:20:35,41.54,-8.62,57.99,100,0,3.36,mist,0.0,0.0
277,Winnemucca,US,2020-02-23 21:20:36,40.97,-117.74,57.2,20,1,12.75,clear sky,0.0,0.0
278,Ribeira Grande,PT,2020-02-23 21:18:15,38.52,-28.7,60.8,72,75,6.93,broken clouds,0.0,0.0
279,Mende,FR,2020-02-23 21:20:36,44.67,3.5,39.09,71,0,3.33,clear sky,0.0,0.0
280,Klaksvik,FO,2020-02-23 21:20:36,62.23,-6.59,37.4,55,25,23.04,scattered clouds,0.0,0.0
281,Galveston,US,2020-02-23 21:16:08,29.37,-94.97,71.01,77,90,17.22,overcast clouds,0.0,0.0
282,Griffith,US,2020-02-23 21:20:37,41.53,-87.42,57.2,47,1,12.75,clear sky,0.0,0.0
283,Kaitangata,NZ,2020-02-23 21:17:32,-46.28,169.85,54.68,82,100,10.09,overcast clouds,0.0,0.0
284,Aykhal,RU,2020-02-23 21:20:37,66.0,111.5,5.0,84,100,6.71,overcast clouds,0.0,0.0
285,Yanliang,CN,2020-02-23 21:20:37,34.66,109.23,51.01,74,30,4.47,scattered clouds,0.0,0.0
286,Saint Anthony,US,2020-02-23 21:20:37,45.02,-93.22,45.0,52,1,16.11,clear sky,0.0,0.0
287,East London,ZA,2020-02-23 21:17:25,-33.02,27.91,66.15,60,73,4.21,broken clouds,0.0,0.0
288,Half Moon Bay,US,2020-02-23 21:17:15,37.46,-122.43,64.0,71,75,19.46,broken clouds,0.0,0.0
289,Qandala,SO,2020-02-23 21:20:38,11.47,49.87,74.48,76,20,2.8,few clouds,0.0,0.0
290,Sao Raimundo Das Mangabeiras,BR,2020-02-23 21:20:38,-7.02,-45.48,80.51,77,76,2.57,broken clouds,0.0,0.0
291,Somerville,US,2020-02-23 21:20:39,42.39,-71.1,53.6,23,1,9.17,clear sky,0.0,0.0
292,Inverell,AU,2020-02-23 21:20:39,-29.78,151.12,64.99,95,85,1.01,overcast clouds,0.0,0.0
293,Spearfish,US,2020-02-23 21:20:39,44.49,-103.86,48.0,56,1,9.17,clear sky,0.0,0.0
294,West Plains,US,2020-02-23 21:20:39,36.73,-91.85,48.2,75,90,6.93,overcast clouds,0.0,0.0
295,Amahai,ID,2020-02-23 21:20:39,-3.33,128.92,81.12,71,68,23.0,light rain,1.5,0.0
296,Ponta Delgada,PT,2020-02-23 21:20:40,37.73,-25.67,59.0,82,20,3.36,few clouds,0.0,0.0
297,Alta Floresta,BR,2020-02-23 21:20:40,-9.88,-56.09,82.4,78,40,3.36,scattered clouds,0.0,0.0
298,Isiro,CD,2020-02-23 21:20:40,2.77,27.62,74.93,53,3,2.19,clear sky,0.0,0.0
299,Oktyabrskoye,RU,2020-02-23 21:20:40,43.06,44.74,33.85,79,48,1.61,scattered clouds,0.0,0.0
300,Krasnoselkup,RU,2020-02-23 21:20:41,65.7,82.47,25.3,89,100,21.99,light snow,0.0,0.13
301,Lewisville,US,2020-02-23 21:20:41,33.05,-96.99,57.2,82,90,13.87,light rain,0.0,0.0
302,Gustavo Diaz Ordaz,MX,2020-02-23 21:20:41,26.23,-98.58,82.4,48,40,23.04,scattered clouds,0.0,0.0
303,Fairbanks,US,2020-02-23 21:18:21,64.84,-147.72,1.99,83,1,2.64,clear sky,0.0,0.0
304,Pacific Grove,US,2020-02-23 21:20:42,36.62,-121.92,63.0,71,75,11.41,broken clouds,0.0,0.0
305,Gat,IL,2020-02-23 21:18:01,31.61,34.76,57.2,76,75,4.7,broken clouds,0.0,0.0
306,Fukue,JP,2020-02-23 21:20:43,32.69,128.84,48.2,70,0,4.7,clear sky,0.0,0.0
307,Grindavik,IS,2020-02-23 21:18:24,63.84,-22.43,32.0,64,90,19.46,light shower snow,0.0,0.0
308,Ocampo,MX,2020-02-23 21:20:43,21.65,-101.5,74.52,29,0,13.71,clear sky,0.0,0.0
309,Fauske,NO,2020-02-23 21:20:43,67.26,15.39,35.6,64,75,33.33,broken clouds,0.0,0.0
310,Kodiak,US,2020-02-23 21:20:44,57.79,-152.41,24.8,35,1,18.34,clear sky,0.0,0.0
311,Ca Mau,VN,2020-02-23 21:20:31,9.18,105.15,74.05,72,0,7.74,clear sky,0.0,0.0
312,Lashio,MM,2020-02-23 21:20:44,22.93,97.75,55.69,93,0,2.75,light rain,0.19,0.0
313,Gigmoto,PH,2020-02-23 21:20:44,13.78,124.39,79.77,81,0,15.28,light rain,0.5,0.0
314,Sukhobezvodnoye,RU,2020-02-23 21:20:45,57.05,44.89,30.04,96,100,9.95,light snow,0.0,0.56
315,Ballina,AU,2020-02-23 21:20:45,-28.87,153.57,68.0,94,90,2.59,overcast clouds,0.0,0.0
316,Los Llanos De Aridane,ES,2020-02-23 21:20:45,28.66,-17.92,73.4,56,90,6.93,haze,0.0,0.0
317,Odienne,CI,2020-02-23 21:20:45,9.51,-7.57,82.29,18,48,3.15,scattered clouds,0.0,0.0
318,Roebourne,AU,2020-02-23 21:20:46,-20.78,117.13,80.55,60,3,11.07,clear sky,0.0,0.0
319,Kitakata,JP,2020-02-23 21:20:46,37.65,139.87,30.51,98,94,9.28,light snow,0.0,1.25
320,Mogadishu,SO,2020-02-23 21:20:05,2.04,45.34,80.62,81,41,26.8,scattered clouds,0.0,0.0
321,Aleksandrovskoye,RU,2020-02-23 21:20:46,44.71,43.0,37.4,93,90,4.47,overcast clouds,0.0,0.0
322,Kirakira,SB,2020-02-23 21:20:47,-10.45,161.92,79.66,84,5,5.55,clear sky,0.0,0.0
323,Bambous Virieux,MU,2020-02-23 21:20:47,-20.34,57.76,77.0,88,40,4.7,scattered clouds,0.0,0.0
324,Nuuk,GL,2020-02-23 21:20:47,64.18,-51.72,15.8,85,87,11.41,light shower snow,0.0,0.0
325,Te Anau,NZ,2020-02-23 21:18:27,-45.42,167.72,52.12,72,2,2.98,clear sky,0.0,0.0
326,Perpignan,FR,2020-02-23 21:20:47,42.75,2.75,57.2,47,0,6.93,clear sky,0.0,0.0
327,Tromso,NO,2020-02-23 21:20:34,69.65,18.96,33.8,86,40,3.36,scattered clouds,0.0,0.0
328,Samana,DO,2020-02-23 21:20:48,19.21,-69.34,77.0,88,75,4.7,broken clouds,0.0,0.0
329,Tuy Hoa,VN,2020-02-23 21:19:04,13.08,109.3,73.76,79,4,17.49,light rain,0.19,0.0
330,Arman,RU,2020-02-23 21:20:48,59.7,150.17,-2.31,98,38,4.09,scattered clouds,0.0,0.0
331,Mendi,PG,2020-02-23 21:20:48,-6.18,143.65,54.27,99,100,2.19,moderate rain,7.31,0.0
332,Touros,BR,2020-02-23 21:18:16,-5.2,-35.46,86.0,70,58,18.34,broken clouds,0.0,0.0
333,Pisco,PE,2020-02-23 21:19:06,-13.7,-76.22,78.01,30,40,10.29,scattered clouds,0.0,0.0
334,Chumikan,RU,2020-02-23 21:20:49,54.72,135.31,-1.26,91,0,3.24,clear sky,0.0,0.0
335,Ocos,GT,2020-02-23 21:20:49,14.51,-92.19,93.2,44,40,11.41,scattered clouds,0.0,0.0
336,Campos,BR,2020-02-23 21:20:49,-21.75,-41.3,77.0,69,100,4.7,overcast clouds,0.0,0.0
337,Tsaratanana,MG,2020-02-23 21:20:49,-16.78,47.65,69.67,97,100,1.83,light rain,0.69,0.0
338,Monteiro,BR,2020-02-23 21:20:50,-7.89,-37.12,77.29,69,100,10.36,light rain,1.44,0.0
339,Wamba,NG,2020-02-23 21:20:50,8.93,8.6,80.56,12,14,6.13,few clouds,0.0,0.0
340,Umm Lajj,SA,2020-02-23 21:20:50,25.02,37.27,62.78,47,100,3.83,overcast clouds,0.0,0.0
341,Biak,ID,2020-02-23 21:20:50,-0.91,122.88,81.99,75,59,8.19,broken clouds,0.0,0.0
342,Amga,RU,2020-02-23 21:17:44,60.9,131.96,-12.75,99,90,1.66,overcast clouds,0.0,0.0
343,Husavik,IS,2020-02-23 21:20:51,66.04,-17.34,19.56,83,2,10.6,clear sky,0.0,0.0
344,Codrington,AU,2020-02-23 21:20:51,-38.27,141.97,62.26,89,97,10.07,overcast clouds,0.0,0.0
345,Turukhansk,RU,2020-02-23 21:20:51,65.82,87.98,13.62,94,100,13.04,light snow,0.0,0.63
346,Zhangye,CN,2020-02-23 21:20:51,38.93,100.45,31.23,41,94,2.53,overcast clouds,0.0,0.0
347,Mabaruma,GY,2020-02-23 21:20:52,8.2,-59.78,78.93,93,12,3.96,light rain,2.13,0.0
348,Avera,US,2020-02-23 21:19:24,33.19,-82.53,62.6,23,40,4.7,scattered clouds,0.0,0.0
349,Tommot,RU,2020-02-23 21:20:52,58.96,126.29,6.87,97,100,2.39,light snow,0.0,0.38
350,Nagapattinam,IN,2020-02-23 21:20:53,10.77,79.83,79.03,78,100,13.4,overcast clouds,0.0,0.0
351,Port Elizabeth,ZA,2020-02-23 21:17:05,-33.92,25.57,55.4,82,0,4.65,clear sky,0.0,0.0
352,Melville,US,2020-02-23 21:20:00,40.79,-73.42,55.4,27,1,13.87,clear sky,0.0,0.0
353,Luwingu,ZM,2020-02-23 21:20:53,-10.26,29.93,66.79,89,100,3.47,overcast clouds,0.0,0.0
354,Waddan,LY,2020-02-23 21:20:54,29.16,16.14,52.07,64,0,5.08,clear sky,0.0,0.0
355,Elizabeth City,US,2020-02-23 21:19:34,36.29,-76.25,62.6,38,1,6.93,clear sky,0.0,0.0
356,San Jose,US,2020-02-23 21:18:38,37.34,-121.89,63.0,62,40,5.82,scattered clouds,0.0,0.0
357,Chara,RU,2020-02-23 21:18:38,56.91,118.26,-0.24,66,91,3.22,overcast clouds,0.0,0.0
358,Jalu,LY,2020-02-23 21:20:54,29.03,21.55,56.89,40,87,13.44,overcast clouds,0.0,0.0
359,Kostomuksha,RU,2020-02-23 21:20:55,64.57,30.58,25.68,91,100,11.12,overcast clouds,0.0,0.0
360,Vitoria Da Conquista,BR,2020-02-23 21:20:55,-14.87,-40.84,74.62,80,100,7.45,overcast clouds,0.0,0.0
361,Miraflores,MX,2020-02-23 21:20:55,19.22,-98.81,87.8,19,5,4.7,clear sky,0.0,0.0
362,Habra,IN,2020-02-23 21:20:55,22.83,88.63,69.8,83,2,7.94,haze,0.0,0.0
363,Bouna,CI,2020-02-23 21:20:56,9.27,-3.0,85.19,15,0,3.94,clear sky,0.0,0.0
364,Longyearbyen,SJ,2020-02-23 21:20:56,78.22,15.64,-4.0,76,20,9.17,few clouds,0.0,0.0
365,Cabedelo,BR,2020-02-23 21:20:56,-6.98,-34.83,82.4,78,0,13.87,clear sky,0.0,0.0
366,Bangassou,CF,2020-02-23 21:20:56,4.74,22.82,75.45,24,22,2.68,few clouds,0.0,0.0
367,Yegorlykskaya,RU,2020-02-23 21:20:57,46.57,40.66,41.22,82,100,17.92,overcast clouds,0.0,0.0
368,Constitucion,CL,2020-02-23 21:20:57,-35.33,-72.42,61.25,82,67,6.71,broken clouds,0.0,0.0
369,Weligama,LK,2020-02-23 21:20:57,5.97,80.42,74.17,85,100,7.92,overcast clouds,0.0,0.0
370,Artesia,US,2020-02-23 21:19:53,33.87,-118.08,68.0,55,40,6.93,scattered clouds,0.0,0.0
371,Nanortalik,GL,2020-02-23 21:20:58,60.14,-45.24,27.72,79,100,1.72,light snow,0.0,0.94
372,Puerto Leguizamo,CO,2020-02-23 21:20:58,-0.19,-74.78,77.4,93,100,4.0,light rain,1.63,0.0
373,Mandalgovi,MN,2020-02-23 21:20:58,45.76,106.27,19.58,62,99,10.78,overcast clouds,0.0,0.0
374,Twentynine Palms,US,2020-02-23 21:20:58,34.14,-116.05,75.2,18,1,19.46,clear sky,0.0,0.0
375,Salekhard,RU,2020-02-23 21:20:59,66.53,66.6,27.7,85,100,21.61,overcast clouds,0.0,0.0
376,Calabozo,VE,2020-02-23 21:16:54,8.92,-67.43,100.67,22,10,3.69,clear sky,0.0,0.0
377,Cockburn Town,TC,2020-02-23 21:20:59,21.46,-71.14,77.0,65,75,16.11,broken clouds,0.0,0.0
378,Meadow Lake,US,2020-02-23 21:20:59,34.8,-106.54,51.01,52,75,17.22,shower rain,0.0,0.0
379,Huarmey,PE,2020-02-23 21:20:59,-10.07,-78.15,82.13,49,76,9.17,broken clouds,0.0,0.0
380,Orotukan,RU,2020-02-23 21:20:59,62.27,151.7,-21.17,100,85,2.21,overcast clouds,0.0,0.0
381,Yulara,AU,2020-02-23 21:21:00,-25.24,130.99,71.6,24,0,8.05,clear sky,0.0,0.0
382,Coruripe,BR,2020-02-23 21:21:00,-10.13,-36.18,81.84,78,5,12.86,clear sky,0.0,0.0
383,La Ronge,CA,2020-02-23 21:21:00,55.1,-105.28,33.8,47,40,6.93,scattered clouds,0.0,0.0
384,Riyadh,SA,2020-02-23 21:18:07,24.69,46.72,71.6,53,100,5.82,overcast clouds,0.0,0.0
385,Olafsvik,IS,2020-02-23 21:21:01,64.89,-23.71,30.24,95,100,6.78,snow,0.0,2.31
386,Ivanava,BY,2020-02-23 21:21:01,52.15,25.54,38.21,89,100,3.76,overcast clouds,0.0,0.0
387,Anadyr,RU,2020-02-23 21:21:01,64.75,177.48,-20.0,75,0,2.24,clear sky,0.0,0.0
388,Luanda,AO,2020-02-23 21:21:01,-8.84,13.23,80.6,83,75,6.93,broken clouds,0.0,0.0
389,Bud,US,2020-02-23 21:21:01,39.45,-86.18,55.99,55,1,10.29,clear sky,0.0,0.0
390,Alexandria,EG,2020-02-23 21:20:04,31.22,29.96,51.8,87,40,4.7,scattered clouds,0.0,0.0
391,San Jeronimo,PE,2020-02-23 21:21:02,-11.95,-75.28,55.26,63,98,3.47,moderate rain,4.31,0.0
392,Grottaglie,IT,2020-02-23 21:21:02,40.54,17.43,55.0,61,40,4.7,scattered clouds,0.0,0.0
393,Hofn,IS,2020-02-23 21:21:03,64.25,-15.21,37.6,70,59,20.98,broken clouds,0.0,0.0
394,Victoria,HK,2020-02-23 21:19:46,22.29,114.16,68.0,63,20,27.51,few clouds,0.0,0.0
395,Port-Cartier,CA,2020-02-23 21:21:03,50.03,-66.87,30.2,86,75,4.7,broken clouds,0.0,0.0
396,Padre Bernardo,BR,2020-02-23 21:21:04,-15.35,-48.5,77.41,88,100,4.03,light rain,2.75,0.0
397,Maceio,BR,2020-02-23 21:16:51,-9.67,-35.74,84.2,74,60,14.99,broken clouds,0.0,0.0
398,Asau,RO,2020-02-23 21:21:04,46.43,26.4,50.0,53,75,11.41,broken clouds,0.0,0.0
399,Pangoa,PE,2020-02-23 21:21:04,-12.12,-73.0,70.92,96,100,0.45,light rain,0.19,0.0
400,Santa Luzia,BR,2020-02-23 21:21:04,-19.77,-43.85,73.4,78,75,13.87,broken clouds,0.0,0.0
401,Kholtoson,RU,2020-02-23 21:21:05,50.3,103.31,8.02,93,100,2.13,overcast clouds,0.0,0.0
402,Kiunga,PG,2020-02-23 21:21:05,-6.12,141.29,73.76,99,96,1.92,light rain,2.38,0.0
403,Bandarbeyla,SO,2020-02-23 21:18:57,9.49,50.81,78.08,75,100,16.04,overcast clouds,0.0,0.0
404,Dongsheng,CN,2020-02-23 21:21:05,39.82,109.98,34.45,64,100,6.69,overcast clouds,0.0,0.0
405,Maraa,BR,2020-02-23 21:21:05,-1.83,-65.37,88.93,61,59,4.36,light rain,1.0,0.0
406,Talara,PE,2020-02-23 21:21:06,-4.58,-81.27,62.6,100,40,10.29,scattered clouds,0.0,0.0
407,Hamilton,US,2020-02-23 21:20:30,39.18,-84.53,54.0,27,75,11.41,broken clouds,0.0,0.0
408,Maple Creek,CA,2020-02-23 21:19:13,49.92,-109.48,31.59,83,99,13.13,light snow,0.0,0.19
409,Ternate,ID,2020-02-23 21:21:06,0.8,127.4,72.3,91,88,2.42,overcast clouds,0.0,0.0
410,Kushmurun,KZ,2020-02-23 21:21:07,52.45,64.63,9.07,97,64,6.26,broken clouds,0.0,0.0
411,Kadoma,JP,2020-02-23 21:21:07,34.73,135.58,41.0,86,20,2.24,few clouds,0.0,0.0
412,Zhezkazgan,KZ,2020-02-23 21:21:07,47.8,67.71,6.89,94,0,7.02,clear sky,0.0,0.0
413,Borogontsy,RU,2020-02-23 21:21:07,62.67,131.17,-6.3,99,100,2.13,light snow,0.0,0.19
414,Eydhafushi,MV,2020-02-23 21:21:08,5.1,73.07,83.03,77,33,21.18,scattered clouds,0.0,0.0
415,Kollam,IN,2020-02-23 21:21:08,8.88,76.6,80.6,78,40,12.64,haze,0.0,0.0
416,Abalak,RU,2020-02-23 21:21:08,58.13,68.59,18.48,96,6,6.42,clear sky,0.0,0.0
417,Effium,NG,2020-02-23 21:21:08,6.63,8.06,87.8,43,0,3.36,clear sky,0.0,0.0
418,Itaituba,BR,2020-02-23 21:21:09,-4.28,-55.98,86.0,74,40,8.05,scattered clouds,0.0,0.0
419,Chaohu,CN,2020-02-23 21:21:09,31.6,117.87,55.4,71,100,11.18,overcast clouds,0.0,0.0
420,Rawson,AR,2020-02-23 21:17:53,-43.3,-65.1,61.45,82,0,15.26,clear sky,0.0,0.0
421,Souillac,MU,2020-02-23 21:20:04,-20.52,57.52,77.0,88,40,4.7,scattered clouds,0.0,0.0
422,Vilhena,BR,2020-02-23 21:21:09,-12.74,-60.15,77.0,83,75,12.75,broken clouds,0.0,0.0
423,Axim,GH,2020-02-23 21:20:45,4.87,-2.24,79.92,89,82,5.91,broken clouds,0.0,0.0
424,Kutum,SD,2020-02-23 21:21:10,14.2,24.67,58.84,24,0,6.89,clear sky,0.0,0.0
425,Lafiagi,NG,2020-02-23 21:21:10,8.87,5.42,86.11,13,47,4.63,scattered clouds,0.0,0.0
426,Tokur,RU,2020-02-23 21:21:10,53.13,132.9,-2.97,94,99,2.1,overcast clouds,0.0,0.0
427,Gizo,SB,2020-02-23 21:21:10,-8.1,156.84,78.8,86,16,4.09,few clouds,0.0,0.0
428,Carmona,PH,2020-02-23 21:21:11,14.3,121.02,77.0,78,20,3.36,few clouds,0.0,0.0
429,Mitchell,US,2020-02-23 21:21:11,43.71,-98.03,37.4,69,1,12.75,clear sky,0.0,0.0
430,Paamiut,GL,2020-02-23 21:21:11,61.99,-49.67,16.54,65,100,5.82,overcast clouds,0.0,0.0
431,Karema,TZ,2020-02-23 21:21:11,-6.82,30.44,77.95,79,100,12.21,light rain,2.19,0.0
432,Beringovskiy,RU,2020-02-23 21:19:36,63.05,179.32,-12.48,87,1,3.53,clear sky,0.0,0.0
433,Le Port,RE,2020-02-23 21:19:08,-20.94,55.29,75.2,78,50,5.82,scattered clouds,0.0,0.0
434,Daan,CN,2020-02-23 21:21:12,33.06,106.3,41.0,81,0,5.03,clear sky,0.0,0.0
435,Yumen,CN,2020-02-23 21:21:12,40.28,97.2,27.45,49,32,14.5,scattered clouds,0.0,0.0
436,Znamenskoye,RU,2020-02-23 21:21:12,57.13,73.83,7.02,97,100,2.8,overcast clouds,0.0,0.0
437,Skjervoy,NO,2020-02-23 21:21:12,70.03,20.97,33.8,100,90,8.05,light rain and snow,0.0,0.0
438,Corinto,GR,2020-02-23 21:21:13,37.94,22.96,50.0,80,54,3.29,broken clouds,0.0,0.0
439,Sahuaripa,MX,2020-02-23 21:21:13,29.05,-109.23,66.25,21,100,9.1,overcast clouds,0.0,0.0
440,Huilong,CN,2020-02-23 21:21:13,31.81,121.66,52.0,83,41,3.0,scattered clouds,0.0,0.0
441,Borovskoy,KZ,2020-02-23 21:21:13,53.8,64.15,9.21,96,60,9.19,broken clouds,0.0,0.0
442,Churapcha,RU,2020-02-23 21:21:13,62.0,132.43,-7.62,98,94,3.47,light snow,0.0,0.13
443,Sao Jose Da Coroa Grande,BR,2020-02-23 21:21:14,-8.9,-35.15,82.38,77,3,14.03,clear sky,0.0,0.0
444,Marawi,PH,2020-02-23 21:21:14,8.0,124.29,73.0,88,42,5.99,scattered clouds,0.0,0.0
445,Maniitsoq,GL,2020-02-23 21:17:50,65.42,-52.9,12.11,64,32,10.87,scattered clouds,0.0,0.0
446,Impfondo,CG,2020-02-23 21:21:14,1.64,18.07,80.19,64,91,3.67,overcast clouds,0.0,0.0
447,Ransang,PH,2020-02-23 21:21:14,8.96,117.58,78.75,72,0,6.73,clear sky,0.0,0.0
448,Ozernovskiy,RU,2020-02-23 21:21:15,51.5,156.52,26.65,85,100,23.51,light snow,0.0,1.38
449,Fortuna,US,2020-02-23 21:19:57,40.6,-124.16,59.0,76,75,3.36,broken clouds,0.0,0.0
450,Vieques,PR,2020-02-23 21:21:15,18.43,-65.83,82.99,88,90,8.05,heavy intensity rain,0.0,0.0
451,Paita,PE,2020-02-23 21:21:16,-5.09,-81.11,62.6,100,40,10.29,scattered clouds,0.0,0.0
452,Praia,CV,2020-02-23 21:21:16,14.92,-23.51,69.8,73,20,13.87,few clouds,0.0,0.0
453,Volterra,IT,2020-02-23 21:21:16,43.4,10.86,54.0,87,40,3.36,scattered clouds,0.0,0.0
454,Price,US,2020-02-23 21:19:17,39.6,-110.81,51.8,34,1,5.82,clear sky,0.0,0.0
455,Bilma,NE,2020-02-23 21:21:17,18.69,12.92,66.04,20,64,12.77,broken clouds,0.0,0.0
456,Margate,GB,2020-02-23 21:21:17,51.38,1.39,48.0,60,100,3.36,overcast clouds,0.0,0.0
457,Pangai,TO,2020-02-23 21:21:17,-19.8,-174.35,84.2,83,20,12.75,few clouds,0.0,0.0
458,Vagur,FO,2020-02-23 21:21:17,61.47,-6.81,40.26,57,30,31.23,light snow,0.0,0.13
459,Khani,GE,2020-02-23 21:21:18,41.96,42.96,42.8,93,90,4.7,overcast clouds,0.0,0.0
460,Ust-Nera,RU,2020-02-23 21:21:18,64.57,143.2,-27.11,99,100,1.7,overcast clouds,0.0,0.0
461,Saint-Michel-Des-Saints,CA,2020-02-23 21:21:18,46.68,-73.92,39.99,6,100,1.99,overcast clouds,0.0,0.0
462,Kwinana,AU,2020-02-23 21:21:18,-32.25,115.77,72.0,68,49,16.11,light rain,0.44,0.0
