City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Avera,US,2020-02-22 22:14:30,33.19,-82.53,57.0,30,1,3.36
304,Karratha,AU,2020-02-22 22:14:30,-20.74,116.85,81.27,74,0,13.18
305,Iguala,MX,2020-02-22 22:11:39,18.34,-99.54,91.99,26,5,5.82
306,Matara,LK,2020-02-22 22:14:31,5.95,80.54,78.35,73,100,10.22
307,Portmore,JM,2020-02-22 22:14:31,17.97,-76.87,84.2,66,40,4.7
308,Ambunti,PG,2020-02-22 22:14:31,-4.24,142.84,73.11,99,44,2.91
309,Carutapera,BR,2020-02-22 22:14:31,-1.2,-46.02,81.95,75,20,4.16
310,Mundo Nuevo,MX,2020-02-22 22:14:32,18.7,-95.5,71.33,81,88,12.73
311,Mount Isa,AU,2020-02-22 22:14:32,-20.73,139.5,80.6,69,100,6.93
312,Lagoa,PT,2020-02-22 22:14:32,39.05,-27.98,59.61,81,0,10.2
313,Traverse City,US,2020-02-22 22:14:32,44.76,-85.62,44.6,48,20,11.41
314,Ngunguru,NZ,2020-02-22 22:14:32,-35.62,174.5,65.8,62,18,11.86
315,Kiama,AU,2020-02-22 22:14:32,-34.68,150.87,70.0,82,100,2.24
316,Lompoc,US,2020-02-22 22:10:11,34.64,-120.46,63.0,55,90,10.29
317,Villazon,BO,2020-02-22 22:14:33,-22.09,-65.59,62.42,47,0,15.46
318,Kirovskiy,RU,2020-02-22 22:14:33,45.09,133.51,10.53,91,100,9.22
319,Antofagasta,CL,2020-02-22 22:14:33,-23.65,-70.4,72.0,68,20,16.11
320,Oum Hadjer,TD,2020-02-22 22:14:33,13.3,19.7,76.59,10,0,13.51
321,Biograd Na Moru,HR,2020-02-22 22:14:33,43.94,15.45,45.0,86,33,7.0
322,Dekar,BW,2020-02-22 22:14:34,-21.53,21.93,76.44,54,14,2.08
323,Yumen,CN,2020-02-22 22:14:34,40.28,97.2,29.14,38,0,5.77
324,Brigantine,US,2020-02-22 22:14:34,39.41,-74.36,50.0,21,1,11.41
325,Margate,GB,2020-02-22 22:14:34,51.38,1.39,51.01,66,75,18.34
326,Jalu,LY,2020-02-22 22:14:34,29.03,21.55,55.53,59,0,13.44
327,Fairbanks,US,2020-02-22 22:14:35,64.84,-147.72,12.0,78,90,5.82
328,Blagoyevo,RU,2020-02-22 22:14:35,63.37,47.92,32.18,92,100,17.05
329,Bolshaya Rechka,RU,2020-02-22 22:14:35,51.95,104.74,21.2,100,90,4.47
330,Stephenville Crossing,CA,2020-02-22 22:14:35,48.5,-58.43,26.6,79,90,21.92
331,Quesnel,CA,2020-02-22 22:11:03,53.0,-122.5,39.2,35,1,9.17
332,Oistins,BB,2020-02-22 22:14:36,13.07,-59.53,82.4,69,20,9.17
333,Gat,IL,2020-02-22 22:14:36,31.61,34.76,53.6,87,75,2.24
334,Nerja,ES,2020-02-22 22:14:36,36.76,-3.89,57.2,65,91,3.96
335,Poum,NC,2020-02-22 22:14:36,-20.23,164.02,80.56,81,0,18.79
336,Zhezkazgan,KZ,2020-02-22 22:14:37,47.8,67.71,20.61,91,100,6.98
337,Coaticook,CA,2020-02-22 22:11:30,45.13,-71.8,35.6,55,1,9.17
338,Necochea,AR,2020-02-22 22:11:31,-38.55,-58.74,70.0,75,0,1.99
339,Jaguarari,BR,2020-02-22 22:14:37,-10.26,-40.2,84.29,56,95,6.02
340,El Limon,VE,2020-02-22 22:14:37,10.31,-67.63,71.47,88,76,8.39
341,Vanimo,PG,2020-02-22 22:14:38,-2.67,141.3,81.27,80,36,9.95
342,Rudnya,RU,2020-02-22 22:14:38,54.95,31.09,34.18,95,100,26.87
343,Lasa,IT,2020-02-22 22:14:38,46.62,10.7,39.2,64,100,1.12
344,Almaznyy,RU,2020-02-22 22:14:38,48.04,40.05,32.0,99,75,2.24
345,Kangaatsiaq,GL,2020-02-22 22:14:39,68.31,-53.46,5.77,92,100,6.91
346,Nouadhibou,MR,2020-02-22 22:14:39,20.93,-17.03,62.6,82,13,14.99
347,Krasnyy Oktyabr,RU,2020-02-22 22:14:39,56.12,38.88,33.39,83,100,16.24
348,Mokhsogollokh,RU,2020-02-22 22:14:39,61.47,128.92,-1.52,97,100,2.3
349,Tazovskiy,RU,2020-02-22 22:14:40,67.47,78.7,12.22,91,100,20.22
350,Luderitz,NA,2020-02-22 22:14:40,-26.65,15.16,66.2,77,0,19.46
351,Roma,US,2020-02-22 22:12:18,43.21,-75.46,41.0,51,1,6.93
352,Bereslavka,RU,2020-02-22 22:14:40,48.63,44.04,30.2,100,90,11.18
353,Kavaratti,IN,2020-02-22 22:14:40,10.57,72.64,81.79,76,67,8.39
354,Deputatskiy,RU,2020-02-22 22:11:18,69.3,139.9,-12.66,100,93,0.58
355,Hadejia,NG,2020-02-22 22:14:41,12.45,10.04,76.24,12,53,13.02
356,Dindori,IN,2020-02-22 22:14:41,22.95,81.08,64.17,68,7,2.15
357,Mosquera,CO,2020-02-22 22:14:41,4.71,-74.23,62.6,72,75,9.17
358,Karla,EE,2020-02-22 22:14:41,59.37,24.93,39.0,93,75,17.22
359,Saldanha,ZA,2020-02-22 22:14:42,-33.01,17.94,66.2,72,85,11.41
360,Qaqortoq,GL,2020-02-22 22:14:42,60.72,-46.03,21.2,53,100,17.22
361,Toba,JP,2020-02-22 22:14:42,34.48,136.85,48.2,57,20,25.28
362,Ruwi,OM,2020-02-22 22:14:42,23.6,58.55,73.4,83,50,4.7
363,Lazaro Cardenas,MX,2020-02-22 22:14:43,17.96,-102.2,85.08,54,0,9.15
364,Laguna,US,2020-02-22 22:14:43,38.42,-121.42,73.4,35,1,4.7
365,Benghazi,LY,2020-02-22 22:14:43,32.12,20.07,57.34,62,48,25.08
366,Santa Vitoria Do Palmar,BR,2020-02-22 22:14:43,-33.52,-53.37,67.87,62,31,11.77
367,Petatlan,MX,2020-02-22 22:14:44,17.52,-101.27,87.8,66,5,10.29
368,Coyula,MX,2020-02-22 22:14:44,20.63,-103.2,86.0,23,40,9.17
369,Tucurui,BR,2020-02-22 22:12:42,-3.77,-49.67,80.04,88,98,1.05
370,Prince Rupert,CA,2020-02-22 22:14:44,54.32,-130.32,41.0,80,75,12.75
371,Talcahuano,CL,2020-02-22 22:10:13,-36.72,-73.12,68.0,60,20,10.29
372,Berlevag,NO,2020-02-22 22:14:45,70.86,29.09,36.25,77,0,31.68
373,Atar,MR,2020-02-22 22:14:45,20.52,-13.05,77.2,11,97,4.32
374,Turbat,PK,2020-02-22 22:14:45,26.0,63.04,67.15,50,0,0.85
375,Sistranda,NO,2020-02-22 22:14:45,63.73,8.83,37.4,86,75,27.51
376,Svetlyy,RU,2020-02-22 22:14:45,54.67,20.13,44.6,70,75,29.08
377,Burgersdorp,ZA,2020-02-22 22:14:46,-31.0,26.33,61.14,82,0,12.44
378,Bairiki,KI,2020-02-22 22:14:46,1.33,172.98,86.0,74,40,8.05
379,Sivaki,RU,2020-02-22 22:12:06,52.63,126.75,-6.61,100,9,1.32
380,Nemuro,JP,2020-02-22 22:14:46,43.32,145.57,32.99,77,1,24.58
381,Padang,ID,2020-02-22 22:14:46,-0.95,100.35,70.09,83,0,6.89
382,Mogadishu,SO,2020-02-22 22:14:47,2.04,45.34,81.72,85,0,23.51
383,Banyuwangi,ID,2020-02-22 22:14:47,-8.23,114.36,77.83,81,17,5.01
384,Harper,LR,2020-02-22 22:14:47,4.38,-7.72,78.24,93,98,4.65
385,Plouzane,FR,2020-02-22 22:14:47,48.38,-4.62,51.8,100,90,19.46
386,Abha,SA,2020-02-22 22:12:02,18.22,42.51,62.6,33,55,11.41
387,Klaksvik,FO,2020-02-22 22:14:48,62.23,-6.59,35.6,69,96,9.17
388,Kuvshinovo,RU,2020-02-22 22:14:48,57.03,34.17,31.87,96,100,22.01
389,Ulladulla,AU,2020-02-22 22:14:48,-35.35,150.47,70.0,82,18,2.24
390,Linxia,CN,2020-02-22 22:14:48,35.6,103.21,33.96,21,23,4.81
391,Roald,NO,2020-02-22 22:14:48,62.58,6.13,39.2,93,75,33.33
392,Praia Da Vitoria,PT,2020-02-22 22:14:32,38.73,-27.07,55.4,82,40,5.37
393,Tongliao,CN,2020-02-22 22:14:49,43.61,122.27,20.03,63,93,8.7
394,Ribeira Grande,PT,2020-02-22 22:14:49,38.52,-28.7,59.0,72,75,4.7
395,Marystown,CA,2020-02-22 22:11:29,47.17,-55.15,27.32,79,67,25.41
396,Kyshtovka,RU,2020-02-22 22:14:49,56.55,76.63,10.92,96,40,6.42
397,Pachino,IT,2020-02-22 22:14:49,36.72,15.09,46.0,70,47,5.82
398,Dawlatabad,AF,2020-02-22 22:14:50,36.41,64.91,48.56,71,55,2.71
399,Dunedin,NZ,2020-02-22 22:11:51,-45.87,170.5,54.72,61,73,6.38
400,Caravelas,BR,2020-02-22 22:14:50,-17.71,-39.25,81.5,84,94,15.95
401,Auki,SB,2020-02-22 22:14:50,-8.77,160.7,82.92,77,6,4.14
402,Erzin,TR,2020-02-22 22:14:50,36.96,36.2,53.01,100,75,6.93
403,Mandera,KE,2020-02-22 22:14:51,3.94,41.87,75.0,18,14,1.01
404,Port Lincoln,AU,2020-02-22 22:14:51,-34.73,135.87,64.6,82,0,6.15
405,Pedernales,DO,2020-02-22 22:14:51,18.04,-71.74,87.8,55,75,20.8
406,Novoilinsk,RU,2020-02-22 22:14:51,51.68,108.71,4.95,89,41,4.54
407,Constitucion,CL,2020-02-22 22:14:51,-35.33,-72.42,62.53,72,0,6.11
408,Portland,US,2020-02-22 22:14:30,45.52,-122.68,57.0,50,75,10.29
409,Rawson,AR,2020-02-22 22:11:06,-43.3,-65.1,72.46,42,0,24.87
410,Nizhniy Tsasuchey,RU,2020-02-22 22:12:06,50.52,115.13,13.95,95,100,0.69
411,Ahipara,NZ,2020-02-22 22:14:52,-35.17,173.17,66.7,68,7,18.41
412,Maldonado,UY,2020-02-22 22:14:53,-34.67,-54.92,66.2,63,40,8.05
413,Kasongo-Lunda,CD,2020-02-22 22:14:53,-6.47,16.82,71.71,92,100,0.69
414,Ivnya,RU,2020-02-22 22:14:53,51.06,36.13,33.8,86,75,4.47
415,Nome,US,2020-02-22 22:14:53,64.5,-165.41,-16.6,82,1,3.24
416,Naze,JP,2020-02-22 22:14:53,28.37,129.48,60.8,67,75,8.05
417,Guacimo,CR,2020-02-22 22:14:53,10.21,-83.68,82.4,47,20,23.04
418,Portree,GB,2020-02-22 22:14:54,57.41,-6.19,43.0,59,77,25.99
419,Manavalakurichi,IN,2020-02-22 22:14:54,8.13,77.3,78.8,83,40,28.45
420,Vera Cruz,BR,2020-02-22 22:14:55,-12.63,-41.03,79.5,71,29,3.96
421,Douglas,US,2020-02-22 22:12:26,41.3,-96.17,59.0,44,1,9.17
422,Uglegorsk,RU,2020-02-22 22:14:55,49.08,142.03,21.99,92,100,9.24
423,Maragogi,BR,2020-02-22 22:12:20,-9.01,-35.22,82.13,80,70,14.45
424,Bogorodskoye,RU,2020-02-22 22:14:56,56.55,37.88,34.09,81,100,22.01
425,Eureka,US,2020-02-22 22:14:56,40.8,-124.16,54.0,76,20,4.7
426,Matehuala,MX,2020-02-22 22:14:56,23.65,-100.65,69.71,30,31,6.51
427,Awjilah,LY,2020-02-22 22:14:56,29.11,21.29,55.53,59,0,13.44
428,Breisach,DE,2020-02-22 22:14:57,48.03,7.58,55.4,66,90,6.93
429,Puerto Rico,AR,2020-02-22 22:14:57,-26.8,-55.02,76.6,28,27,6.02
430,Sanchez,DO,2020-02-22 22:14:57,19.23,-69.61,84.2,83,75,6.93
431,Vila Franca Do Campo,PT,2020-02-22 22:14:57,37.72,-25.43,55.4,76,20,5.82
432,Pudozh,RU,2020-02-22 22:14:57,61.81,36.53,31.84,96,100,20.2
433,Kelheim,DE,2020-02-22 22:14:58,48.92,11.87,53.6,53,90,9.17
434,Marienburg,PL,2020-02-22 22:14:58,54.04,19.03,45.0,70,75,24.16
435,Touros,BR,2020-02-22 22:14:58,-5.2,-35.46,82.4,83,75,6.93
436,Balingasay,PH,2020-02-22 22:14:58,16.36,119.86,75.47,73,15,12.66
437,Baykit,RU,2020-02-22 22:14:59,61.67,96.37,11.01,94,100,2.04
438,Pacific Grove,US,2020-02-22 22:14:59,36.62,-121.92,66.0,76,90,10.29
439,Sadasivpet,IN,2020-02-22 22:14:59,17.62,77.95,71.01,88,0,3.36
440,Tambovka,RU,2020-02-22 22:14:59,50.1,128.05,-5.8,83,5,2.24
441,Mnogovershinnyy,RU,2020-02-22 22:14:59,53.94,139.92,-2.6,85,0,1.68
442,Ploufragan,FR,2020-02-22 22:15:00,48.49,-2.79,53.01,93,90,12.75
443,Jeremie,HT,2020-02-22 22:15:00,18.65,-74.12,72.95,83,58,4.72
444,Bata,GQ,2020-02-22 22:12:56,1.86,9.77,75.69,96,73,3.31
445,Hovd,MN,2020-02-22 22:15:00,48.01,91.64,17.78,64,100,2.91
446,Ugoofaaru,MV,2020-02-22 22:15:00,5.67,73.0,82.83,77,63,15.12
447,Saint-Augustin,CA,2020-02-22 22:15:00,51.23,-58.65,21.63,87,100,21.74
448,Fortuna,US,2020-02-22 22:15:01,40.6,-124.16,64.0,81,20,10.29
449,Hilton Head Island,US,2020-02-22 22:10:49,32.22,-80.75,57.0,32,1,4.7
450,Talakan,RU,2020-02-22 22:15:01,50.32,130.37,-8.82,98,25,3.13
451,Kannangad,IN,2020-02-22 22:15:01,12.31,75.11,77.0,94,20,3.36
452,Boa Vista,BR,2020-02-22 22:13:06,2.82,-60.67,95.0,34,40,5.82
453,Ouallam,NE,2020-02-22 22:15:02,14.32,2.09,81.81,9,0,10.92
454,Challapata,BO,2020-02-22 22:15:02,-18.9,-66.77,53.4,68,13,4.0
455,Morros,BR,2020-02-22 22:15:02,-9.45,-46.3,81.68,70,32,0.43
456,Anadyr,RU,2020-02-22 22:15:02,64.75,177.48,-16.6,68,0,6.71
457,Kapit,MY,2020-02-22 22:15:02,2.02,112.93,70.27,99,60,0.18
458,Troina,IT,2020-02-22 22:15:02,37.79,14.6,48.99,66,0,4.7
459,Korla,CN,2020-02-22 22:11:22,41.76,86.15,25.97,49,0,2.86
460,Arcata,US,2020-02-22 22:13:48,40.87,-124.08,54.0,81,20,10.29
461,Saint Anthony,US,2020-02-22 22:15:03,45.02,-93.22,44.6,64,1,8.05
462,Nago,JP,2020-02-22 22:15:03,26.59,127.98,62.6,63,20,8.05
463,Riyadh,SA,2020-02-22 22:15:03,24.69,46.72,68.0,34,0,10.29
464,San Quintin,MX,2020-02-22 22:11:33,30.48,-115.95,61.34,67,18,13.71
465,Kupang,ID,2020-02-22 22:13:47,-10.17,123.58,77.0,100,20,2.24
466,Anaconda,US,2020-02-22 22:15:04,46.13,-112.94,44.6,36,1,14.99
467,Sarai Sidhu,PK,2020-02-22 22:15:04,30.59,71.97,59.0,87,0,1.41
468,Grand-Santi,GF,2020-02-22 22:15:04,4.25,-54.38,79.81,90,96,3.4
469,Mountain Home,US,2020-02-22 22:10:12,43.13,-115.69,48.0,31,1,9.33
470,Bundaberg,AU,2020-02-22 22:15:05,-24.85,152.35,77.0,78,75,11.41
471,Rocha,UY,2020-02-22 22:15:05,-34.48,-54.33,64.8,60,32,9.98
472,Flinders,AU,2020-02-22 22:15:05,-34.58,150.86,73.0,82,100,2.24
473,Havre-Saint-Pierre,CA,2020-02-22 22:15:05,50.23,-63.6,26.6,86,75,12.75
474,Galveston,US,2020-02-22 22:11:00,29.37,-94.97,66.0,45,1,6.93
475,Goderich,CA,2020-02-22 22:15:06,43.75,-81.72,37.99,73,0,11.99
476,Adrar,MR,2020-02-22 22:15:06,20.5,-10.07,83.16,10,95,11.59
477,Kirakira,SB,2020-02-22 22:15:06,-10.45,161.92,79.99,82,0,4.76
478,Kanker,IN,2020-02-22 22:15:06,20.27,81.49,70.12,46,0,4.47
479,Rajkot,IN,2020-02-22 22:13:04,22.3,70.78,66.52,43,0,8.08
480,Bunbury,AU,2020-02-22 22:15:07,-33.33,115.63,66.99,69,5,10.8
481,Broome,US,2020-02-22 22:15:07,42.25,-75.83,44.01,44,1,6.93
482,Ancud,CL,2020-02-22 22:15:07,-41.87,-73.82,80.6,28,0,5.82
483,Abu Dhabi,AE,2020-02-22 22:10:42,24.47,54.37,71.6,88,0,4.7
484,Darhan,MN,2020-02-22 22:15:07,49.49,105.92,12.4,82,100,3.04
485,Nsanje,MW,2020-02-22 22:15:08,-16.92,35.26,76.15,86,100,4.72
486,Sabha,LY,2020-02-22 22:10:32,27.04,14.43,56.98,38,0,9.86
487,Faya,SA,2020-02-22 22:15:08,18.39,42.45,62.6,33,41,11.41
488,Nanortalik,GL,2020-02-22 22:15:08,60.14,-45.24,27.57,89,100,17.9
489,Sorong,ID,2020-02-22 22:15:09,-0.88,131.25,75.16,97,97,5.73
490,Mangrol,IN,2020-02-22 22:15:09,21.12,70.12,76.32,44,0,12.93
491,Severo-Yeniseyskiy,RU,2020-02-22 22:15:09,60.37,93.04,8.76,96,66,3.31
492,Dalvik,IS,2020-02-22 22:15:09,65.97,-18.53,20.8,81,96,6.8
493,Mount Gambier,AU,2020-02-22 22:15:09,-37.83,140.77,50.0,100,3,3.33
494,Makarov,RU,2020-02-22 22:12:07,48.63,142.8,22.51,95,100,25.55
495,Alagoinhas,BR,2020-02-22 22:12:06,-12.14,-38.42,81.48,70,68,6.31
496,Melilla,ES,2020-02-22 22:15:10,35.29,-2.94,59.0,82,90,8.05
497,Chake Chake,TZ,2020-02-22 22:15:10,-5.25,39.77,83.48,79,100,17.87
498,Port Hedland,AU,2020-02-22 22:11:29,-20.32,118.57,77.0,88,46,6.93
499,Ambon,ID,2020-02-22 22:15:11,-3.7,128.18,82.4,78,40,9.17
500,Nchelenge,ZM,2020-02-22 22:15:11,-9.35,28.73,73.87,76,100,1.45
501,Isangel,VU,2020-02-22 22:15:11,-19.55,169.27,80.6,88,90,12.75
502,Mukhen,RU,2020-02-22 22:15:12,48.1,136.1,9.95,94,100,4.09
503,Ormara,PK,2020-02-22 22:15:12,25.21,64.64,73.15,66,0,12.86
504,Tarnogskiy Gorodok,RU,2020-02-22 22:15:12,60.5,43.58,33.01,88,100,18.19
505,Oriximina,BR,2020-02-22 22:15:12,-1.77,-55.87,78.08,86,100,4.05
506,Kaeo,NZ,2020-02-22 22:15:12,-35.1,173.78,65.41,63,3,11.86
507,Bengkulu,ID,2020-02-22 22:15:13,-3.8,102.27,73.42,89,2,4.56
508,Sumbe,AO,2020-02-22 22:15:13,-11.21,13.84,80.85,81,100,3.09
509,Agutaya,PH,2020-02-22 22:15:13,11.15,120.94,78.69,77,0,29.04
510,Morant Bay,JM,2020-02-22 22:10:23,17.88,-76.41,84.2,66,40,4.7
511,Aitape,PG,2020-02-22 22:15:13,-3.14,142.35,82.0,78,3,11.92
512,Santa Ana,US,2020-02-22 22:15:14,33.75,-117.87,64.99,59,90,6.93
513,Mehamn,NO,2020-02-22 22:15:14,71.04,27.85,29.44,80,55,19.22
514,Kandrian,PG,2020-02-22 22:15:14,-6.22,149.55,76.84,86,43,6.89
515,Dargaville,NZ,2020-02-22 22:15:14,-35.93,173.88,67.1,61,0,10.36
516,Aurillac,FR,2020-02-22 22:15:14,44.92,2.45,43.0,68,24,5.82
517,Winnemucca,US,2020-02-22 22:15:14,40.97,-117.74,60.8,15,1,8.05
518,Tingo Maria,PE,2020-02-22 22:15:15,-9.29,-76.01,73.4,88,90,2.24
519,Kanye,BW,2020-02-22 22:15:15,-24.97,25.33,68.5,79,90,2.64
520,Nebaj,GT,2020-02-22 22:15:15,15.41,-91.15,64.0,61,48,5.99
521,Charters Towers,AU,2020-02-22 22:15:15,-20.1,146.27,74.34,91,100,11.07
522,Binzhou,CN,2020-02-22 22:12:57,37.37,118.02,35.8,38,0,8.3
523,Florence,IT,2020-02-22 22:15:16,43.77,11.25,50.0,76,2,5.82
524,Moose Factory,CA,2020-02-22 22:15:16,51.26,-80.61,37.4,55,75,9.17
525,Claremore,US,2020-02-22 22:15:16,36.31,-95.62,60.01,22,1,13.87
526,Adre,TD,2020-02-22 22:15:17,13.47,22.2,72.01,10,0,16.53
527,Monrovia,LR,2020-02-22 22:15:17,6.3,-10.8,78.8,94,20,9.04
528,Waingapu,ID,2020-02-22 22:15:16,-9.66,120.26,82.98,78,100,20.67
529,Ouadda,CF,2020-02-22 22:15:17,8.08,22.4,76.75,15,0,6.13
530,Ostrovnoy,RU,2020-02-22 22:15:17,68.05,39.51,33.8,95,100,35.61
531,Nalut,LY,2020-02-22 22:15:18,30.33,10.85,50.5,59,0,12.39
532,Petropavlovsk-Kamchatskiy,RU,2020-02-22 22:15:18,53.05,158.65,-0.4,64,0,13.42
533,Awbari,LY,2020-02-22 22:15:18,26.59,12.78,53.83,42,0,3.18
534,Puerto Del Rosario,ES,2020-02-22 22:15:18,28.5,-13.86,71.6,68,24,18.34
535,Mackay,AU,2020-02-22 22:15:15,-21.15,149.2,78.8,88,90,19.46
536,Atasu,KZ,2020-02-22 22:15:19,48.68,71.64,11.14,94,100,6.89
537,Tshikapa,CD,2020-02-22 22:15:19,-6.42,20.8,74.97,88,100,2.98
538,Poyarkovo,RU,2020-02-22 22:15:19,49.6,128.68,-2.96,92,0,2.89
539,Nyurba,RU,2020-02-22 22:15:19,63.28,118.33,-6.21,98,100,1.48
540,Conakry,GN,2020-02-22 22:14:35,9.54,-13.68,79.81,77,0,5.68
541,Smithfield,US,2020-02-22 22:15:20,41.92,-71.55,45.0,26,1,8.05
542,Kouango,CF,2020-02-22 22:15:20,4.99,19.96,84.61,23,59,2.28
543,Hongjiang,CN,2020-02-22 22:15:20,27.11,110.0,49.6,95,100,1.99
544,Half Moon Bay,US,2020-02-22 22:10:25,37.46,-122.43,70.0,62,40,16.11
545,Ust-Maya,RU,2020-02-22 22:15:21,60.42,134.53,-3.33,99,99,1.07
546,Saint-Georges,GD,2020-02-22 22:12:23,12.06,-61.75,84.2,70,75,11.41
547,Novi Sanzhary,UA,2020-02-22 22:15:21,49.34,34.31,31.82,93,70,3.98
548,Katangli,RU,2020-02-22 22:15:21,51.71,143.23,10.94,97,97,3.6
549,Megion,RU,2020-02-22 22:15:21,61.03,76.11,-0.4,84,0,2.24
550,Viransehir,TR,2020-02-22 22:15:22,37.24,39.76,45.45,94,66,8.39
551,Williams Lake,CA,2020-02-22 22:15:22,52.14,-122.14,33.8,26,40,2.24
552,Asau,RO,2020-02-22 22:15:22,46.43,26.4,34.0,80,0,5.82
553,Kruisfontein,ZA,2020-02-22 22:15:22,-34.0,24.73,63.36,84,100,16.15
554,Karasjok,NO,2020-02-22 22:15:22,69.47,25.51,32.0,90,22,39.15
555,Lanzhou,CN,2020-02-22 22:12:37,36.06,103.79,32.0,48,0,6.71
556,Belaya Gora,RU,2020-02-22 22:15:23,68.53,146.42,-16.15,99,91,1.52
557,Ostersund,SE,2020-02-22 22:15:23,63.18,14.64,32.0,67,67,10.29
558,Cabedelo,BR,2020-02-22 22:14:01,-6.98,-34.83,82.4,83,20,9.17
559,Mana,GF,2020-02-22 22:15:23,5.66,-53.78,81.18,76,100,6.67
560,Kuusamo,FI,2020-02-22 22:15:23,65.97,29.18,32.0,97,75,10.29
561,Los Llanos De Aridane,ES,2020-02-22 22:15:24,28.66,-17.92,73.4,46,90,13.87
562,Cockburn Town,TC,2020-02-22 22:15:24,21.46,-71.14,78.8,74,75,9.17
563,Salinopolis,BR,2020-02-22 22:11:10,-0.61,-47.36,80.82,81,100,8.39
564,Cap Malheureux,MU,2020-02-22 22:15:24,-19.98,57.61,77.0,88,40,3.36
565,Balabac,PH,2020-02-22 22:15:25,7.99,117.06,79.63,76,17,20.51
566,Iranshahr,IR,2020-02-22 22:15:25,27.2,60.68,66.2,39,0,3.49
